cod_ine,year,cod_provincia,provincia,cod_municipio,municipio,censo,votos_totais,abstencions,votos_nulos,votos_brancos,votos_candidaturas,votos_validos,turnout_pct,adcg,age_eu_anova,aidg,autonomo,bng,BNG-NOS (BNG-NOS CANDIDATURA GALEGA),c21,cc_cidadans,cdl,cds,Censo,contigo,cs,cxg,dec,dn,do_ourense,dpg,eb,ecg,edeg,en_marea,equo,eu_iu,fe_jons,fpg,ganemos,gu,hartos,idega,mas_g,mg,nos_up,p_lib,pacma,payj,pctg,ph,pirata_gal,podemos_av,podemos_eu_anova,pp,psoe,pt,pum_j,pyc,recortes_cero,recortes_esco,sain,scd,sdd,sumar,tega,uce,ucl,unidos_si,union_corunesa,upyd,via_nova,vox,adcg_pct,age_eu_anova_pct,aidg_pct,autonomo_pct,bng_pct,BNG-NOS (BNG-NOS CANDIDATURA GALEGA)_pct,c21_pct,cc_cidadans_pct,cdl_pct,cds_pct,Censo_pct,contigo_pct,cs_pct,cxg_pct,dec_pct,dn_pct,do_ourense_pct,dpg_pct,eb_pct,ecg_pct,edeg_pct,en_marea_pct,equo_pct,eu_iu_pct,fe_jons_pct,fpg_pct,ganemos_pct,gu_pct,hartos_pct,idega_pct,mas_g_pct,mg_pct,nos_up_pct,p_lib_pct,pacma_pct,payj_pct,pctg_pct,ph_pct,pirata_gal_pct,podemos_av_pct,podemos_eu_anova_pct,pp_pct,psoe_pct,pt_pct,pum_j_pct,pyc_pct,recortes_cero_pct,recortes_esco_pct,sain_pct,scd_pct,sdd_pct,sumar_pct,tega_pct,uce_pct,ucl_pct,unidos_si_pct,union_corunesa_pct,upyd_pct,via_nova_pct,vox_pct
32026,2020,32,Ourense,26,Coles,2685,1655,1030,20,13,1622,1635,61.63873370577281,NA,NA,NA,NA,280,NA,NA,NA,NA,NA,2684,1,13,NA,NA,NA,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,1,NA,NA,NA,42,783,443,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,17.12538226299694,NA,NA,NA,NA,NA,164.15902140672782,0.06116207951070336,0.7951070336391437,NA,NA,NA,NA,NA,0.06116207951070336,NA,NA,0.1834862385321101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.672782874617737,NA,0.06116207951070336,NA,NA,NA,2.5688073394495414,47.88990825688074,27.09480122324159,NA,0.06116207951070336,NA,NA,0.24464831804281345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.385321100917431
32026,2024,32,Ourense,26,Coles,2755,1882,873,10,13,1859,1872,68.31215970961887,NA,NA,NA,NA,452,NA,NA,NA,NA,NA,2755,NA,NA,NA,NA,NA,189,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,3,NA,864,303,NA,0,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,24.145299145299145,NA,NA,NA,NA,NA,147.16880341880344,NA,NA,NA,NA,NA,10.096153846153847,NA,0.10683760683760685,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37393162393162394,NA,NA,NA,NA,0.16025641025641024,NA,46.15384615384615,16.185897435897438,NA,0,NA,NA,NA,NA,NA,NA,0.8547008547008548,NA,NA,NA,NA,NA,NA,NA,1.2286324786324787
32027,2001,32,Ourense,27,Cortegada,1257,864,393,3,1,860,861,68.73508353221956,NA,NA,NA,1,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,600,165,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11614401858304298,10.336817653890824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,0.23228803716608595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34843205574912894,NA,NA,NA,69.68641114982579,19.16376306620209,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
32027,2005,32,Ourense,27,Cortegada,1200,874,326,2,5,867,872,72.83333333333334,NA,NA,NA,0,62,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,528,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.110091743119266,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0.22935779816513763,NA,NA,NA,NA,NA,NA,0.11467889908256881,NA,NA,NA,NA,0,NA,NA,NA,60.550458715596335,31.422018348623855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32027,2009,32,Ourense,27,Cortegada,1191,959,232,10,1,948,949,80.52057094878253,NA,NA,NA,NA,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,306,507,NA,2,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,14.014752370916755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,32.24446786090622,53.42465753424658,NA,0.21074815595363539,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA
32027,2012,32,Ourense,27,Cortegada,1126,745,381,16,6,723,729,66.16341030195382,0,11,NA,NA,50,NA,0,NA,0,NA,NA,NA,NA,5,0,NA,9,NA,3,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,0,0,0,NA,NA,393,235,1,0,0,NA,NA,0,8,0,NA,NA,0,NA,NA,0,7,NA,NA,0,1.5089163237311385,NA,NA,6.858710562414267,NA,0,NA,0,NA,NA,NA,NA,0.6858710562414266,0,NA,1.2345679012345678,NA,0.411522633744856,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0.1371742112482853,NA,0,0,0,NA,NA,53.90946502057613,32.23593964334705,0.1371742112482853,0,0,NA,NA,0,1.0973936899862824,0,NA,NA,0,NA,NA,0,0.9602194787379973,NA,NA
32027,2016,32,Ourense,27,Cortegada,1045,730,315,6,4,720,724,69.85645933014354,0,NA,0,NA,NA,17,0,0,NA,NA,NA,NA,14,0,NA,NA,14,NA,0,NA,NA,58,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,4,0,0,NA,NA,NA,NA,473,140,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,2.3480662983425415,0,0,NA,NA,NA,NA,1.9337016574585635,0,NA,NA,1.9337016574585635,NA,0,NA,NA,8.011049723756907,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0.5524861878453038,0,0,NA,NA,NA,NA,65.33149171270718,19.337016574585636,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA
32027,2020,32,Ourense,27,Cortegada,982,693,289,10,6,677,683,70.57026476578412,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,982,0,4,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,8,477,116,NA,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,9.66325036603221,NA,NA,NA,NA,NA,143.7774524158126,0,0.5856515373352855,NA,NA,NA,NA,NA,0.14641288433382138,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14641288433382138,NA,0,NA,NA,NA,1.171303074670571,69.8389458272328,16.98389458272328,NA,0.29282576866764276,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29282576866764276
32027,2024,32,Ourense,27,Cortegada,919,679,240,6,4,669,673,73.88465723612623,NA,NA,NA,NA,112,NA,NA,NA,NA,NA,919,NA,NA,NA,NA,NA,30,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,4,NA,445,68,NA,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,16.64190193164933,NA,NA,NA,NA,NA,136.55274888558694,NA,NA,NA,NA,NA,4.457652303120357,NA,0.1485884101040119,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.5943536404160475,NA,66.12184249628528,10.104011887072808,NA,0,NA,NA,NA,NA,NA,NA,0.2971768202080238,NA,NA,NA,NA,NA,NA,NA,1.040118870728083
32028,2001,32,Ourense,28,Cualedro,2190,1518,672,3,8,1507,1515,69.31506849315069,NA,NA,NA,0,302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,0,NA,NA,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,1059,124,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19.933993399339933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.056105610561056,NA,NA,0,NA,NA,0,NA,0.132013201320132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.264026402640264,NA,NA,NA,69.9009900990099,8.184818481848184,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
32028,2005,32,Ourense,28,Cualedro,2025,1405,620,35,9,1361,1370,69.38271604938272,NA,NA,NA,0,199,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,970,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14.525547445255475,NA,NA,NA,NA,0.072992700729927,NA,NA,NA,NA,NA,NA,0.072992700729927,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0.145985401459854,NA,NA,NA,NA,0.145985401459854,NA,NA,NA,70.8029197080292,13.576642335766422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32028,2009,32,Ourense,28,Cualedro,1870,1449,421,7,9,1433,1442,77.48663101604278,NA,NA,NA,NA,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,3,1,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,1024,219,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,12.89875173370319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0.20804438280166435,0.06934812760055478,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,71.0124826629681,15.187239944521497,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA
32028,2012,32,Ourense,28,Cualedro,1749,1212,537,20,27,1165,1192,69.2967409948542,0,22,NA,NA,72,NA,2,NA,1,NA,NA,NA,NA,42,0,NA,1,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,0,0,3,NA,NA,863,135,0,1,1,NA,NA,0,16,0,NA,NA,0,NA,NA,0,1,NA,NA,0,1.8456375838926176,NA,NA,6.0402684563758395,NA,0.16778523489932887,NA,0.08389261744966443,NA,NA,NA,NA,3.523489932885906,0,NA,0.08389261744966443,NA,0.25167785234899326,NA,NA,NA,NA,NA,0.08389261744966443,NA,NA,NA,0,NA,NA,NA,NA,NA,0.08389261744966443,NA,0,0,0.25167785234899326,NA,NA,72.3993288590604,11.325503355704699,0,0.08389261744966443,0.08389261744966443,NA,NA,0,1.342281879194631,0,NA,NA,0,NA,NA,0,0.08389261744966443,NA,NA
32028,2016,32,Ourense,28,Cualedro,1596,1153,443,4,6,1143,1149,72.24310776942356,0,NA,0,NA,NA,43,0,0,NA,NA,NA,NA,28,4,NA,NA,14,NA,0,NA,NA,66,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,2,1,NA,NA,NA,NA,866,118,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,3.742384682332463,0,0,NA,NA,NA,NA,2.4369016536118364,0.34812880765883375,NA,NA,1.2184508268059182,NA,0,NA,NA,5.7441253263707575,NA,NA,NA,NA,0.08703220191470844,NA,NA,NA,NA,NA,NA,0,0,0.17406440382941687,0.08703220191470844,NA,NA,NA,NA,75.36988685813752,10.269799825935596,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA
32028,2020,32,Ourense,28,Cualedro,1513,946,567,9,4,933,937,62.524785194976864,NA,NA,NA,NA,122,NA,NA,NA,NA,NA,1513,0,3,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,10,649,117,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,13.020277481323372,NA,NA,NA,NA,NA,161.4727854855923,0,0.32017075773745995,NA,NA,NA,NA,NA,0,NA,NA,0.10672358591248667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21344717182497333,NA,0.10672358591248667,NA,NA,NA,1.0672358591248665,69.26360725720384,12.48665955176094,NA,0.10672358591248667,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.88153681963714
32028,2024,32,Ourense,28,Cualedro,1457,1033,424,6,4,1023,1027,70.89910775566231,NA,NA,NA,NA,152,NA,NA,NA,NA,NA,1457,NA,NA,NA,NA,NA,24,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,766,61,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,14.800389483933788,NA,NA,NA,NA,NA,141.86952288218112,NA,NA,NA,NA,NA,2.3369036027263874,NA,0.09737098344693282,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09737098344693282,NA,NA,NA,NA,0,NA,74.58617332035054,5.939629990262902,NA,0,NA,NA,NA,NA,NA,NA,0.09737098344693282,NA,NA,NA,NA,NA,NA,NA,1.6553067185978578
32029,2001,32,Ourense,29,Chandrexa de Queixa,769,587,182,2,1,584,585,76.332899869961,NA,NA,NA,0,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,460,50,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12.136752136752136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.17094017094017094,NA,NA,0,NA,0.3418803418803419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,78.63247863247864,8.547008547008547,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
32029,2005,32,Ourense,29,Chandrexa de Queixa,709,551,158,3,2,546,548,77.71509167842031,NA,NA,NA,0,61,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,397,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11.13138686131387,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,72.44525547445255,16.05839416058394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32029,2009,32,Ourense,29,Chandrexa de Queixa,621,490,131,1,0,489,489,78.90499194847021,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,347,52,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,17.995910020449898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70.96114519427404,10.633946830265849,NA,0,NA,NA,NA,NA,NA,NA,NA,0.2044989775051125,NA,0,NA,NA,0.2044989775051125,NA,NA
32029,2012,32,Ourense,29,Chandrexa de Queixa,530,402,128,3,8,391,399,75.84905660377359,0,15,NA,NA,24,NA,0,NA,0,NA,NA,NA,NA,2,0,NA,2,NA,3,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,298,45,0,0,0,NA,NA,0,2,0,NA,NA,0,NA,NA,0,0,NA,NA,0,3.7593984962406015,NA,NA,6.015037593984962,NA,0,NA,0,NA,NA,NA,NA,0.5012531328320802,0,NA,0.5012531328320802,NA,0.7518796992481203,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,74.68671679197995,11.278195488721805,0,0,0,NA,NA,0,0.5012531328320802,0,NA,NA,0,NA,NA,0,0,NA,NA
32029,2016,32,Ourense,29,Chandrexa de Queixa,468,348,120,1,1,346,347,74.35897435897436,0,NA,0,NA,NA,6,0,0,NA,NA,NA,NA,4,0,NA,NA,4,NA,0,NA,NA,40,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,259,33,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,1.729106628242075,0,0,NA,NA,NA,NA,1.1527377521613833,0,NA,NA,1.1527377521613833,NA,0,NA,NA,11.527377521613833,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,74.63976945244957,9.510086455331413,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA
32029,2020,32,Ourense,29,Chandrexa de Queixa,458,324,134,3,1,320,321,70.74235807860262,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,458,0,0,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,1,236,45,NA,0,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,9.657320872274143,NA,NA,NA,NA,NA,142.6791277258567,0,0,NA,NA,NA,NA,NA,0,NA,NA,0.6230529595015576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0.3115264797507788,73.5202492211838,14.018691588785046,NA,0,NA,NA,1.557632398753894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
32029,2024,32,Ourense,29,Chandrexa de Queixa,457,304,153,3,0,301,301,66.52078774617067,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,457,NA,NA,NA,NA,NA,9,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,212,30,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,15.614617940199334,NA,NA,NA,NA,NA,151.82724252491695,NA,NA,NA,NA,NA,2.990033222591362,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,70.43189368770764,9.966777408637874,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.9966777408637874
32030,2001,32,Ourense,30,Entrimo,1221,863,358,2,5,856,861,70.67977067977068,NA,NA,NA,0,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,394,329,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14.982578397212542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23228803716608595,NA,NA,0.11614401858304298,NA,NA,0.11614401858304298,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,45.760743321718934,38.21138211382114,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
32030,2005,32,Ourense,30,Entrimo,1173,927,246,6,5,916,921,79.02813299232737,NA,NA,NA,0,60,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,377,475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6.514657980456026,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.10857763300760044,NA,NA,NA,NA,NA,NA,0,0,0.10857763300760044,NA,NA,NA,NA,NA,NA,0.21715526601520088,NA,NA,NA,NA,0,NA,NA,NA,40.933767643865366,51.57437567861021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32030,2009,32,Ourense,30,Entrimo,1164,925,239,2,6,917,923,79.46735395189003,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,1,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,320,528,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,6.825568797399784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3250270855904659,NA,NA,NA,NA,NA,NA,0.10834236186348861,0.10834236186348861,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,34.66955579631636,57.20476706392199,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0.10834236186348861,NA,NA
32030,2012,32,Ourense,30,Entrimo,1108,792,316,14,16,762,778,71.48014440433214,0,45,NA,NA,27,NA,1,NA,0,NA,NA,NA,NA,3,0,NA,2,NA,5,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,0,0,0,NA,NA,277,391,1,0,1,NA,NA,0,7,0,NA,NA,0,NA,NA,0,0,NA,NA,0,5.784061696658098,NA,NA,3.470437017994859,NA,0.12853470437017994,NA,0,NA,NA,NA,NA,0.3856041131105398,0,NA,0.2570694087403599,NA,0.6426735218508998,NA,NA,NA,NA,NA,0.12853470437017994,NA,NA,NA,0,NA,NA,NA,NA,NA,0.12853470437017994,NA,0,0,0,NA,NA,35.60411311053985,50.257069408740364,0.12853470437017994,0,0.12853470437017994,NA,NA,0,0.8997429305912596,0,NA,NA,0,NA,NA,0,0,NA,NA
32030,2016,32,Ourense,30,Entrimo,993,718,275,5,5,708,713,72.30614300100704,0,NA,0,NA,NA,25,0,0,NA,NA,NA,NA,7,0,NA,NA,6,NA,0,NA,NA,56,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,3,1,1,NA,NA,NA,NA,246,363,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,3.506311360448808,0,0,NA,NA,NA,NA,0.9817671809256662,0,NA,NA,0.8415147265077139,NA,0,NA,NA,7.854137447405329,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0.42075736325385693,0.1402524544179523,0.1402524544179523,NA,NA,NA,NA,34.50210378681627,50.911640953716685,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA
32030,2020,32,Ourense,30,Entrimo,923,648,275,5,8,635,643,70.20585048754063,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,923,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,10,190,361,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,9.642301710730948,NA,NA,NA,NA,NA,143.54587869362362,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15552099533437014,NA,0,NA,NA,NA,1.5552099533437014,29.54898911353033,56.143079315707624,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7107309486780715
32030,2024,32,Ourense,30,Entrimo,907,626,281,1,3,622,625,69.01874310915105,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,907,NA,NA,NA,NA,NA,18,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,201,297,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,14.56,NA,NA,NA,NA,NA,145.12,NA,NA,NA,NA,NA,2.88,NA,0.48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,NA,NA,NA,NA,0.16,NA,32.16,47.52,NA,0,NA,NA,NA,NA,NA,NA,0.16,NA,NA,NA,NA,NA,NA,NA,1.28
