CÓD. PROVINCIA     ;PROVINCIA          ;CÓD. MUNICIPIO     ;CÓD. MUNICIPIO     ;MUNICIPIO          ;CENSO              ;TOTAL VOTOS        ;TOTAL ABSTENCIÓN   ;VOTOS EN BRANCO    ;VOTOS NULOS        ;VOTOS A CANDIDATURAS;VOTOS VÁLIDOS      ;AUTONOMO (PARTIDO DE LOS AUTÓNOMOS Y PROFESIONALES);BNG(BLOQUE NACIONALISTA GALEGO) ;DPG (DEMOCRACIA PROGRESISTA GALEGA);EdeG (ESQUERDA DE GALICIA);FPG (FRENTE POPULAR GALEGA);IU-EU (ESQUERDA UNIDA-IZQUIERDA UNIDA);PH(PARTIDO HUMANISTA);PP (PARTIDO POPULAR);PSdeG-PSOE(PARTIDO DOS SOCIALISTAS DE GALICIA-PARTIDO SOCIALISTA OBRERO ESPAÑOL)  ;SDD(PARTIDO SOCIAL Y DEMOCRÁTICO DE DERECHO) ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;Ourense                       ;63;63;Pobra deTrives (A);2460;1707;753;21;9;1677;1698;2;248;0;2;1;6;1;991;426;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;Ourense                       ;64;64;Pontedeva;586;382;204;2;2;378;380;1;45;2;1;2;0;0;266;61;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;Ourense                       ;65;65;Punxín;884;686;198;8;2;676;684;0;107;1;1;0;5;0;435;127;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;Ourense                       ;66;66;Quintela de Leirado;799;572;227;2;3;567;569;0;59;0;0;0;0;0;431;77;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;Ourense                       ;67;67;Rairiz de veiga;1697;1011;686;8;6;997;1005;1;349;10;1;7;2;4;516;107;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;Ourense                       ;68;68;Ramirás;1840;1307;533;6;4;1297;1303;0;287;1;1;2;0;1;856;149;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;Ourense                       ;69;69;Ribadavia;4669;3531;1138;49;45;3437;3486;4;850;3;6;6;11;1;1633;923;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;Ourense                       ;70;70;San Xoán de Río;914;581;333;3;4;574;577;0;90;0;1;1;0;1;396;85;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;Ourense                       ;71;71;Ríos;1928;1232;696;4;1;1227;1231;0;221;0;1;1;2;1;699;302;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;Ourense                       ;72;72;Rúa (A);4233;2772;1461;27;27;2718;2745;5;634;8;6;4;11;4;1362;684;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;Ourense                       ;73;73;Rubiá;1588;984;604;9;2;973;982;2;160;8;5;2;4;0;491;301;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;Ourense                       ;74;74;San amaro;1335;959;376;9;5;945;954;3;139;1;1;1;0;0;618;182;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;Ourense                       ;75;75;San Cibrao das Viñas;3174;2427;747;27;23;2377;2404;2;453;6;2;1;3;4;1506;400;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;Ourense                       ;76;76;San Cristovo de Cea;2823;2128;695;16;7;2105;2121;3;479;5;3;3;7;1;1426;178;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;Ourense                       ;77;77;Sandiás;1532;1169;363;5;4;1160;1165;3;190;12;0;1;5;1;747;201;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;Ourense                       ;78;78;Sarreaus;1683;1229;454;7;5;1217;1224;1;158;2;0;0;2;0;959;95;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;Ourense                       ;79;79;Taboadela;1521;1063;458;11;5;1047;1058;4;185;2;1;1;1;0;717;136;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;Ourense                       ;80;80;Teixeira (A);540;413;127;5;5;403;408;2;28;3;0;0;0;0;331;39;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;Ourense                       ;81;81;Toén;2291;1595;696;15;9;1571;1586;0;300;6;2;1;5;2;937;318;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;Ourense                       ;82;82;Trasmiras;1663;1207;456;4;1;1202;1206;2;139;9;0;1;1;1;608;441;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;Ourense                       ;83;83;Veiga (A);1280;843;437;5;9;829;834;1;110;0;0;0;1;0;549;168;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;Ourense                       ;84;84;Verea;1350;889;461;3;2;884;887;1;183;0;0;0;1;0;425;274;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;Ourense                       ;85;85;Verín;10157;6546;3611;72;20;6454;6526;11;1387;37;12;13;19;4;3779;1192;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;Ourense                       ;86;86;Viana do Bolo;3450;2143;1307;7;7;2129;2136;6;318;3;2;2;6;1;1250;541;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;Ourense                       ;87;87;Villamarín;2067;1672;395;16;10;1646;1662;1;264;0;0;2;1;0;1245;133;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;Ourense                       ;88;88;Vilamartín de Valdeorras;2110;1569;541;9;4;1556;1565;0;190;1;0;3;8;0;1001;353;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;Ourense                       ;89;89;Vilar de Barrio;1810;1371;439;5;3;1363;1368;0;159;1;1;1;2;0;1005;194;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;Ourense                       ;90;90;Vilar de Santos;886;666;220;1;2;663;664;0;456;1;0;0;0;0;178;28;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;Ourense                       ;91;91;Vilardevós;2560;1609;951;6;2;1601;1607;0;234;7;0;1;2;0;680;677;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;Ourense                       ;92;92;Vilariño de Conso;704;488;216;2;5;481;483;0;91;1;0;0;1;1;311;76;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;Ourense                       ;990;990;C.E.R.A. Ourense;59730;13222;46508;12;35;13175;13187;105;843;132;54;77;152;153;9220;2439;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;1;1;Arbo;3593;2099;1494;12;10;2077;2089;4;396;6;1;4;2;2;1367;295;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;2;2;Barro;2900;1933;967;23;9;1901;1924;2;469;0;4;2;4;1;1099;320;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;3;3;Baiona;8737;5308;3429;104;42;5162;5266;6;1301;11;4;7;34;14;2760;1020;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;4;4;Bueu;10193;6171;4022;75;79;6017;6092;14;1652;14;14;24;13;14;3245;1020;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;5;5;Caldas de Reis;7699;5020;2679;62;79;4879;4941;9;849;8;10;9;12;2;2287;1686;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;6;6;Cambados;10879;8074;2805;92;127;7855;7947;13;2171;9;18;15;29;16;4492;1086;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;7;7;Campo Lameiro;1959;1374;585;10;8;1356;1366;4;201;3;1;1;6;1;751;388;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;8;8;Cangas;19898;12248;7650;200;85;11963;12163;38;3738;23;191;223;158;35;5985;1568;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;9;9;Cañiza (A);5614;3255;2359;22;22;3211;3233;12;349;6;4;8;13;3;2277;536;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;10;10;Catoira;2962;2134;828;24;21;2089;2113;4;503;7;2;8;9;5;902;645;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;11;11;Cerdedo;2343;1194;1149;12;10;1172;1184;0;241;0;1;1;1;0;678;250;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;12;12;Cotobade;4067;2792;1275;17;15;2760;2777;5;511;5;6;5;9;2;1307;908;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;13;13;Covelo (O);3367;2136;1231;10;14;2112;2122;5;330;3;4;6;3;3;1565;192;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;14;14;Crecente;2391;1640;751;13;6;1621;1634;5;199;1;16;2;2;2;1198;196;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;15;15;Cuntis;4754;2944;1810;48;23;2873;2921;2;661;6;6;5;7;3;1414;769;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;16;16;Dozón;1736;1026;710;7;11;1008;1015;2;165;1;3;3;2;0;732;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;17;17;Estrada (A);18908;12825;6083;184;66;12575;12759;22;2480;26;15;23;31;18;7570;2308;82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;18;18;Forcarei;4076;2872;1204;21;26;2825;2846;2;456;6;2;4;6;2;1855;491;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;19;19;Fornelos de Montes;1799;1159;640;8;2;1149;1157;2;124;2;0;1;2;2;390;626;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;20;20;Agolada;3232;2339;893;21;17;2301;2322;3;420;11;3;1;2;1;1632;225;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;21;21;Gondomar;9740;6265;3475;101;38;6126;6227;10;1473;6;17;12;26;11;3416;1152;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;22;22;Grove (O);8955;5630;3325;63;46;5521;5584;5;1503;8;71;16;110;4;2598;1205;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;23;23;Guarda (A);8123;5511;2612;63;34;5414;5477;19;1124;7;7;9;98;5;2851;1293;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;24;24;Lalín;16761;12116;4645;153;91;11872;12025;16;2099;13;10;16;22;13;8035;1641;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;25;25;Lama (A);2325;1325;1000;10;13;1302;1312;4;155;0;1;4;1;0;867;269;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;26;26;Marín;20624;11461;9163;260;106;11095;11355;30;2386;37;44;30;94;48;5505;2905;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;27;27;Meaño;4408;2934;1474;24;13;2897;2921;4;561;5;4;9;8;2;1792;512;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;28;28;Meis;4168;3024;1144;33;28;2963;2996;3;571;7;8;9;7;1;1776;581;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;29;29;Moaña;14972;9182;5790;151;80;8951;9102;23;3013;17;141;21;56;22;4272;1382;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;30;30;Mondariz;4561;3096;1465;25;24;3047;3072;5;654;4;7;5;6;2;1787;572;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;31;31;Mondariz-Balneario;572;439;133;3;3;433;436;1;123;2;0;1;2;1;255;48;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;32;32;Moraña;3570;2545;1025;30;10;2505;2535;3;396;3;5;6;8;7;1128;946;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;33;33;Mos;11640;7565;4075;141;86;7338;7479;12;1785;21;39;14;36;18;3615;1789;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;34;34;Neves (As);3945;2674;1271;25;16;2633;2658;2;445;3;7;9;5;6;1580;575;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;35;35;Nigrán;13160;7996;5164;200;78;7718;7918;14;1808;31;22;20;52;21;3998;1743;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;36;36;Oia;2520;1691;829;10;15;1666;1676;1;340;2;7;1;3;1;900;411;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;37;37;Pazos de Borbén;2600;1616;984;15;3;1598;1613;0;352;5;1;6;3;2;1078;151;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;38;38;Pontevedra;62132;40099;22033;988;252;38859;39847;112;9608;88;93;53;408;124;17244;11090;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;39;39;Porriño (O);12831;8561;4270;130;57;8374;8504;22;2138;16;20;28;38;13;4568;1526;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;40;40;Portas;2704;1963;741;22;25;1916;1938;0;403;7;4;0;2;0;1136;364;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;41;41;Poio;11500;7245;4255;106;39;7100;7206;20;1969;15;13;7;32;20;3523;1492;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;42;42;Ponteareas;15187;9041;6146;288;86;8667;8955;21;2214;39;16;16;65;21;4284;1977;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;43;43;Ponte-Caldelas;5215;2984;2231;14;12;2958;2972;5;581;5;7;5;9;5;1798;538;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;44;44;Pontecesures;2423;1661;762;15;19;1627;1642;2;472;0;3;4;3;4;868;267;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;45;45;Redondela;24177;15021;9156;254;93;14674;14928;44;3777;35;51;43;231;36;6669;3771;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;46;46;Ribadumia;3490;2751;739;35;38;2678;2713;8;557;3;7;7;11;4;1615;465;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;47;47;Rodeiro;3704;2209;1495;18;4;2187;2205;4;353;4;4;5;1;3;1336;476;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;48;48;Rosal (O);4827;3451;1376;33;24;3394;3427;3;666;3;2;0;8;4;1921;787;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;49;49;Salceda de Caselas;4997;3690;1307;58;23;3609;3667;14;775;6;6;14;7;11;2312;462;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;50;50;Salvaterra de Miño;6888;4525;2363;39;39;4447;4486;6;940;10;3;10;17;19;2266;1170;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;51;51;Sanxenxo;13195;8169;5026;129;60;7980;8109;16;1763;12;13;8;28;19;4390;1722;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;52;52;Silleda;7673;5567;2106;58;34;5475;5533;11;1128;87;8;22;25;13;3133;1043;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;53;53;Soutomaior;4536;2933;1603;28;13;2892;2920;11;760;6;9;2;11;9;1541;542;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;54;54;Tomiño;8990;6079;2911;87;24;5968;6055;6;1353;6;12;11;14;10;3543;1009;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;55;55;Tui;12839;9015;3824;168;49;8798;8966;17;1681;18;22;9;39;26;5681;1295;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;56;56;Valga;5063;3567;1496;24;20;3523;3547;7;702;8;7;9;8;5;2244;528;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;57;57;Vigo;236795;138413;98382;4149;1002;133262;137411;365;36644;785;575;325;1680;543;61190;31024;131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;58;58;Vilaboa;4755;3258;1497;34;16;3208;3242;7;1003;8;6;7;6;6;1170;994;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;59;59;Vila de Cruces;5904;4075;1829;32;48;3995;4027;7;879;10;10;10;6;11;2550;509;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;60;60;Vilagarcía de Arousa;27615;17763;9852;320;115;17328;17648;27;4111;30;37;35;204;29;7724;5120;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;61;61;Vilanova de Arousa;8583;6227;2356;67;38;6122;6189;7;1080;8;10;9;11;7;3947;1038;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;901;901;Illa de Arousa (A);4003;3138;865;18;22;3098;3116;2;835;4;5;7;53;6;1132;1052;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Pontevedra                    ;990;990;C.E.R.A. Pontevedra;77866,00;20308;57558;58;101;20149;20207;132;1186;163;64;127;249;206;13292;4559;171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
